1642428806.459870372,1642428806.700284161,0.5294133
1642428806.558551218,1642428806.800278002,0.170854
1642428806.658582995,1642428806.900214113,0.148113
1642428806.758468090,1642428806.1000278192,0.174710
1642428806.858483840,1642428806.1100281220,0.139747
1642428806.958462201,1642428806.1200279918,0.173049
1642428807.058486645,1642428807.1300262007,0.140080
1642428807.158506351,1642428807.1400267366,0.175612
1642428807.258493180,1642428807.1500290012,0.140672
1642428807.358526739,1642428807.1600277271,0.175232
1642428807.458507696,1642428807.1700280788,0.139646
1642428807.558460264,1642428807.1800258433,0.173386
1642428807.658525561,1642428807.1900270169,0.140220
1642428807.758470558,1642428807.2000278906,0.192236
1642428807.858452295,1642428807.2100282532,0.141918
1642428807.958443263,1642428807.2200284522,0.174699
1642428808.058449178,1642428808.2300284238,0.137630
1642428808.158441525,1642428808.2400272321,0.173642
1642428808.258441469,1642428808.2500284154,0.140141
1642428808.358443871,1642428808.2600284959,0.174188
1642428808.458436051,1642428808.2700283375,0.139834
1642428808.558442006,1642428808.2800280947,0.226230
1642428808.658112351,1642428808.2900064578,0.141323
1642428808.758404608,1642428808.3000286622,0.175381
1642428808.858403296,1642428808.3100284803,0.140806
1642428808.958409799,1642428808.3200283846,0.175486
1642428809.058146743,1642428809.3300086299,0.141146
1642428809.158375175,1642428809.3400199717,0.175710
1642428809.258402266,1642428809.3500281244,0.140236
1642428809.358452230,1642428809.3600280813,0.174418
1642428809.458409377,1642428809.3700273882,0.141536
1642428809.558393222,1642428809.3800281830,0.175365
1642428809.658409390,1642428809.3900281878,0.137381
1642428809.758392594,1642428809.4000282488,0.176760
1642428809.858351579,1642428809.4100229372,0.140993
1642428809.958338593,1642428809.4200223932,0.174486
1642428810.058631305,1642428810.005276578,0.140477
1642428810.158404455,1642428810.105317801,0.175598
1642428810.258403953,1642428810.205322431,0.140106
1642428810.358382415,1642428810.305297962,0.174817
1642428810.458386230,1642428810.405298105,0.141598
1642428810.558407075,1642428810.505295964,0.175420
1642428810.658405839,1642428810.605300535,0.185085
1642428810.758369145,1642428810.705285117,0.175889
1642428810.858153102,1642428810.805134448,0.140549
1642428810.958355364,1642428810.905306463,0.175862
1642428811.058373560,1642428811.1005290365,0.140278
1642428811.158419906,1642428811.1105280550,0.175289
1642428811.258205806,1642428811.1205061075,0.138352
1642428811.358350650,1642428811.1305157141,0.174138
1642428811.457829510,1642428811.1404831171,0.140685
1642428811.558457847,1642428811.1505198763,0.176277
1642428811.658466071,1642428811.1605327181,0.141192
1642428811.758497114,1642428811.1705355421,0.178034
1642428811.858521240,1642428811.1805335823,0.141709
1642428811.958538392,1642428811.1905338719,0.176835
1642428812.058499290,1642428812.2005317889,0.140478
1642428812.158448196,1642428812.2105323543,0.175090
1642428812.258399291,1642428812.2205317245,0.140783
1642428812.358386395,1642428812.2305265051,0.175523
1642428812.458245733,1642428812.2405143186,0.140905
1642428812.558380200,1642428812.2505286883,0.174153
