1642415950.539868275,1642415950.3865092793,0.900445
1642415950.644138012,1642415950.3968907270,0.34131
1642415950.744099318,1642415950.4069373366,0.35214
1642415950.845904743,1642415950.4170621804,0.52798
1642415950.946048640,1642415950.4270675554,0.34656
1642415951.047206651,1642415950.076884063,0.60663
1642415951.149403147,1642415951.178922878,0.36855
1642415951.250133545,1642415951.279936031,0.49806
1642415951.350414766,1642415951.380721438,0.35045
1642415951.451598565,1642415951.481766495,0.47952
1642415951.552036732,1642415951.582273449,0.34642
1642415951.652935628,1642415951.682797015,0.49300
1642415951.753211049,1642415951.783427933,0.35521
1642415951.853484373,1642415951.883780008,0.56501
1642415951.953269332,1642415951.984070132,0.32461
1642415952.054228908,1642415952.1084718680,0.58115
1642415952.154084520,1642415952.1184371753,0.33410
1642415952.253472151,1642415952.1283872070,0.41533
1642415952.353098237,1642415952.1383349281,0.37108
1642415952.452426383,1642415952.1482735066,0.46990
1642415952.551982565,1642415952.1582499914,0.34775
1642415952.652934293,1642415952.1683074411,0.62880
1642415952.752377807,1642415952.1782471760,0.34023
1642415952.852144666,1642415952.1882069698,0.48112
1642415952.951426014,1642415952.1981774680,0.33318
1642415953.050959568,1642415953.2081117860,0.62578
1642415953.150301041,1642415953.2180703074,0.32657
1642415953.250342890,1642415953.2280719594,0.49137
1642415953.350477351,1642415953.2380766260,0.33506
1642415953.450202532,1642415953.2480353707,0.49871
1642415953.553349112,1642415953.2579897540,0.37739
1642415953.656365708,1642415953.2683473824,0.47956
1642415953.760059098,1642415953.2786662333,0.32993
1642415953.864408902,1642415953.2891099346,0.47077
1642415953.967232026,1642415953.2997028804,0.32240
1642415954.067563516,1642415954.3098105208,0.45468
1642415954.168044677,1642415954.3198250270,0.30542
1642415954.268368796,1642415954.3298777534,0.47132
1642415954.369753855,1642415954.3399243650,0.32858
1642415954.470250329,1642415954.3500388331,0.42917
1642415954.570445225,1642415954.3600959894,0.34641
1642415954.671032272,1642415954.3701256255,0.57882
1642415954.771213362,1642415954.3801642404,0.42276
1642415954.870586827,1642415954.3901617568,0.53143
1642415954.971782580,1642415954.4001342127,0.34251
1642415955.072208303,1642415955.4102702544,0.79153
1642415955.172045997,1642415955.4202500244,0.33925
1642415955.271554466,1642415955.007211515,0.52654
1642415955.371327318,1642415955.106886874,0.33484
1642415955.471148419,1642415955.206594534,0.53030
1642415955.571181244,1642415955.306053496,0.34056
1642415955.671263150,1642415955.406725973,0.44116
1642415955.771294542,1642415955.506604571,0.34066
1642415955.871362169,1642415955.606747603,0.60144
1642415955.971459471,1642415955.706690450,0.33761
1642415956.071238618,1642415956.806526592,0.46209
1642415956.173315284,1642415956.906707085,0.33356
1642415956.272946053,1642415956.1008277141,0.45677
1642415956.372406096,1642415956.1107883878,0.33085
1642415956.471370247,1642415956.1206733956,0.42313
1642415956.570360315,1642415956.1305700589,0.34105
1642415956.669295758,1642415956.1404749387,0.44062
1642415956.770197679,1642415956.1503545017,0.34110
1642415956.868410666,1642415956.1603796443,0.39141
1642415956.969341233,1642415956.1702768857,0.42331
1642415957.068126205,1642415957.1801272812,0.42779
1642415957.166931443,1642415957.1900081456,0.33281
1642415957.266088340,1642415957.1999359809,0.42876
1642415957.366437737,1642415957.2098271412,0.39939
1642415957.465189449,1642415957.2198400365,0.49239
1642415957.564158562,1642415957.2297485018,0.33555
1642415957.662984679,1642415957.2396105335,0.50971
1642415957.761994161,1642415957.2495132286,0.34133
1642415957.861547859,1642415957.2592597263,0.47792
1642415957.959848482,1642415957.2692862681,0.34268
1642415958.058543658,1642415958.2791792778,0.49820
1642415958.156507931,1642415958.2890396418,0.33489
1642415958.255341269,1642415958.2988610799,0.39447
1642415958.353513517,1642415958.3087035407,0.36597
1642415958.451542881,1642415958.3185481165,0.62628
1642415958.550982481,1642415958.3284364084,0.34376
1642415958.650246852,1642415958.3384087798,0.54810
1642415958.749069119,1642415958.3483040025,0.33057
1642415958.847764879,1642415958.3581813657,0.46932
1642415958.947439403,1642415958.3681199405,0.34345
1642415959.047520269,1642415958.3780835713,0.49521
1642415959.147278633,1642415959.3880420807,0.33562
1642415959.246556373,1642415959.3980675083,0.64152
1642415959.347142263,1642415959.4080232032,0.32907
1642415959.447161888,1642415959.4180399346,0.48784
1642415959.547648753,1642415959.4280888198,0.35465
1642415959.647123939,1642415959.085468232,0.49359
1642415959.742930848,1642415959.183950001,0.31607
1642415959.842336621,1642415959.282919548,0.54080
1642415959.942070392,1642415959.382620710,0.33600
1642415960.043720641,1642415959.482255653,0.61560
1642415960.141106884,1642415960.581651027,0.33421
1642415960.245707106,1642415960.682806805,0.39885
1642415960.349568265,1642415960.786444337,0.32968
1642415960.452806024,1642415960.890477925,0.47907
1642415960.557213857,1642415960.994078709,0.34898
1642415960.660291644,1642415960.1097182259,0.44360
1642415960.764479685,1642415960.1200656071,0.35705
1642415960.866631796,1642415960.1304136292,0.40504
1642415960.971094000,1642415960.1407622512,0.32737
1642415961.074416217,1642415961.1511338735,0.53824
1642415961.176193810,1642415961.1615501255,0.32000
1642415961.277208560,1642415961.1717576654,0.59574
1642415961.377068304,1642415961.1818105716,0.34227
1642415961.478665721,1642415961.1918891387,0.61687
1642415961.578774350,1642415961.2019037111,0.34291
1642415961.678697353,1642415961.2119548431,0.47645
1642415961.779323418,1642415961.2219332124,0.32662
1642415961.878606851,1642415961.2318761999,0.88069
1642415961.978815614,1642415961.2419684029,0.36673
1642415962.079195028,1642415962.2519426031,0.47324
1642415962.179557919,1642415962.2619836274,0.33119
1642415962.280497781,1642415962.2720698888,0.44786
,,0.33727
,,0.42780
,,0.38870
,,0.36156
,,0.38401
,,0.35732
,,0.37960
,,0.36667
,,0.34032
,,0.62576
,,0.41506
,,0.47100
,,0.33496
,,0.36531
,,0.34567
,,0.44669
,,0.30889
,,0.43147
,,0.32201
,,0.48008
,,0.32673
,,0.42542
,,0.32763
,,0.41224
,,0.30784
,,0.43283
,,0.30679
,,0.48404
,,0.34758
,,0.72726
,,0.38000
,,0.40272
,,0.48296
,,0.43007
,,0.38285
,,0.41960
,,0.38173
,,0.41806
,,0.38004
,,0.42349
,,0.38229
,,0.43802
,,0.38439
,,0.49068
,,0.38442
,,0.46297
,,0.37387
,,0.45158
,,0.31578
,,0.45455
,,0.31302
,,0.46145
,,0.33755
,,0.62953
,,0.34840
,,0.50331
,,0.34690
,,0.52584
,,0.33870
,,0.47827
,,0.34385
,,0.47824
,,0.34400
,,0.48156
,,0.34552
,,0.43712
,,0.32531
,,0.44682
,,0.31897
,,0.53645
,,0.34051
,,0.48757
,,0.34586
,,0.46978
,,0.35591
,,0.58053
,,0.39500
,,0.40716
