1642216777.492816379,1642216777.1367827326,0.1276519
1642216777.604748873,1642216777.1486367493,0.37429
1642216777.685700831,1642216777.1573018884,0.27361
1642216777.806190675,1642216777.1694200956,0.42773
1642216777.899838138,1642216777.1788026350,0.30173
1642216777.985885049,1642216777.1873254500,0.41730
1642216778.109540230,1642216778.1997524122,0.36816
1642216778.174593498,1642216778.2062302231,0.37735
1642216778.310571836,1642216778.2198645243,0.30975
1642216778.373594526,1642216778.2261458693,0.55580
1642216778.510788918,1642216778.2398855328,0.31179
1642216778.573044526,1642216778.2460985059,0.41048
1642216778.709145126,1642216778.2597237021,0.33394
1642216778.775676034,1642216778.2663356665,0.53332
1642216778.910769614,1642216778.2798815906,0.24885
1642216778.973783526,1642216778.2861731529,0.53288
1642216779.109916936,1642216779.2997156769,0.41830
1642216779.182775241,1642216779.3069054236,0.52370
1642216779.310543074,1642216779.3197649390,0.31335
1642216779.381227729,1642216779.3268118675,0.52754
1642216779.509775409,1642216779.3397109110,0.25334
1642216779.581617495,1642216779.3467542716,0.69659
1642216779.705961252,1642216779.3593932290,0.27792
1642216779.781673005,1642216779.3669072331,0.51600
1642216779.909184906,1642216779.3797267945,0.27184
1642216779.982797330,1642216779.3870062282,0.52575
1642216780.110088467,1642216780.3998210278,0.27351
1642216780.177699354,1642216780.4065382544,0.52864
1642216780.307957133,1642216780.4196019168,0.27871
1642216780.376784180,1642216780.4264459221,0.56185
1642216780.510517763,1642216780.103549329,0.32206
1642216780.575572250,1642216780.168365269,0.55127
1642216780.709082785,1642216780.302177197,0.31890
1642216780.779502713,1642216780.372004769,0.57925
1642216780.910626678,1642216780.503793104,0.31978
1642216780.973531052,1642216780.566543485,0.61881
1642216781.111063193,1642216781.704110058,0.35290
1642216781.174126926,1642216781.766885918,0.59226
1642216781.310465647,1642216781.903650960,0.32732
1642216781.373655191,1642216781.966691620,0.56765
1642216781.510913738,1642216781.1104116471,0.31858
1642216781.571193415,1642216781.1164093726,0.58814
1642216781.709725456,1642216781.1302818643,0.44269
1642216781.775652096,1642216781.1368547787,0.42685
1642216781.910810422,1642216781.1503917198,0.39368
1642216781.972155593,1642216781.1565052752,0.58900
1642216782.111712483,1642216782.1704806874,0.29889
1642216782.175023578,1642216782.1767864237,0.58217
1642216782.311233485,1642216782.1904329940,0.32929
1642216782.373909546,1642216782.1966816712,0.57031
1642216782.509906361,1642216782.2103042538,0.30909
1642216782.574225703,1642216782.2166590456,0.65206
1642216782.706607119,1642216782.2299841438,0.32120
1642216782.775675703,1642216782.2368453080,0.59839
1642216782.908398883,1642216782.2501093375,0.31515
1642216782.978091616,1642216782.2570563543,0.40305
1642216783.110963706,1642216783.2704085136,0.33749
1642216783.174649662,1642216783.2767365084,0.58716
1642216783.308453492,1642216783.2901751263,0.31677
1642216783.379017004,1642216783.2971486976,0.57898
1642216783.505643372,1642216783.3098023848,0.31512
1642216783.579075235,1642216783.3171577208,0.38698
1642216783.710542991,1642216783.3303520252,0.31518
1642216783.775073472,1642216783.3367706924,0.38084
1642216783.910657431,1642216783.3503713772,0.58246
1642216783.972295501,1642216783.3565280586,0.58622
1642216784.109345305,1642216784.3702051370,0.32264
1642216784.173135131,1642216784.3766134523,0.59200
1642216784.310367279,1642216784.3903256175,0.34106
1642216784.373952334,1642216784.3966970438,0.58639
1642216784.510247856,1642216784.4103391729,0.32161
1642216784.574580897,1642216784.4167268732,0.59787
1642216784.677378543,1642216784.4270351028,0.32301
1642216784.808852472,1642216784.107103293,0.58617
1642216784.871762134,1642216784.169804194,0.31375
1642216785.007214083,1642216785.305468806,0.59234
1642216785.077018330,1642216785.374797227,0.32237
1642216785.203579702,1642216785.501595162,0.58259
1642216785.285720706,1642216785.583249767,0.31891
1642216785.409056796,1642216785.707112825,0.58924
1642216785.473381762,1642216785.771142016,0.31296
1642216785.611840414,1642216785.909953558,0.60221
1642216785.671483062,1642216785.969467239,0.32291
1642216785.804454830,1642216785.1102911222,0.68769
1642216785.882758953,1642216785.1180301762,0.33054
1642216786.008536645,1642216786.1306878283,0.89102
1642216786.074054604,1642216786.1372043080,0.31553
1642216786.210622618,1642216786.1508756251,0.68964
1642216786.273718281,1642216786.1571871500,0.31600
1642216786.408117420,1642216786.1706325371,0.70155
1642216786.473818612,1642216786.1771962581,0.30900
1642216786.604642134,1642216786.1902957776,0.79285
1642216786.681414537,1642216786.1979072063,0.30974
1642216786.810740151,1642216786.2108818890,0.70330
1642216786.875553809,1642216786.2173474332,0.30745
1642216787.007679533,1642216787.2305974854,0.67476
1642216787.077756538,1642216787.2375562285,0.32611
1642216787.207157799,1642216787.2504323844,0.67180
1642216787.282652454,1642216787.2579105764,0.31069
1642216787.411262849,1642216787.2708429745,0.68076
1642216787.475409772,1642216787.2772431020,0.31749
1642216787.611547041,1642216787.2908853116,0.66406
1642216787.673363414,1642216787.2970235743,0.29763
1642216787.806755033,1642216787.3104231988,0.66418
1642216787.876740664,1642216787.3173553316,0.35990
1642216788.008904427,1642216788.3306330552,0.33046
1642216788.078916163,1642216788.3375660009,0.30796
1642216788.211056327,1642216788.3508198706,0.87783
1642216788.275417572,1642216788.3572460052,0.33698
1642216788.409835156,1642216788.3707023885,0.64869
1642216788.477707507,1642216788.3774309798,0.29598
1642216788.585674454,1642216788.3883078752,0.40556
1642216788.710919219,1642216788.4008180245,0.31897
1642216788.777759286,1642216788.4074392402,0.68988
1642216788.909736986,1642216788.4206935033,0.31300
1642216788.977848127,1642216788.4274545498,0.41437
1642216789.109841478,1642216789.112294697,0.32766
1642216789.175564466,1642216789.177526155,0.65715
1642216789.311540355,1642216789.313773295,0.30068
1642216789.378815321,1642216789.380780069,0.56937
1642216789.511581952,1642216789.513858143,0.33177
1642216789.577333374,1642216789.579378415,0.36519
1642216789.709758296,1642216789.711998665,0.31732
1642216789.777865868,1642216789.779605166,0.40368
1642216789.911744612,1642216789.913994955,0.32649
1642216789.977829209,1642216789.979515196,0.69616
1642216790.109122355,1642216790.1112287683,0.31445
1642216790.177171994,1642216790.1179564844,0.69682
1642216790.307551905,1642216790.1310780319,0.41419
1642216790.403675937,1642216790.1406973311,0.68828
1642216790.506671751,1642216790.1509860392,0.30799
1642216790.580315371,1642216790.1583086630,0.35530
1642216790.709127800,1642216790.1712283290,0.32662
1642216790.777981610,1642216790.1780574959,0.58291
1642216790.911036107,1642216790.1914133740,0.30449
1642216791.004976433,1642216790.2008109945,0.57370
1642216791.079805778,1642216791.2082565957,0.31331
1642216791.183710881,1642216791.2186982619,0.62463
1642216791.310546671,1642216791.2313801323,0.30815
1642216791.376813383,1642216791.2379407001,0.36119
1642216791.508989681,1642216791.2512081515,0.32498
1642216791.580372205,1642216791.2582834317,0.60821
1642216791.709058364,1642216791.2712234698,0.30475
1642216791.780317236,1642216791.2782743967,0.41702
